,source,created_at,text,author_id,id,geo.place_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,geo.coordinates.type,geo.coordinates.coordinates,country,full_name,Timeline
240,Twitter for iPhone,2021-05-23T15:44:44.000Z,"It appears @StubHub has done wrong by Knicks fans. They sold Game 1 playoff seats with no refund, only to disclose *after* the sale that the tickets are ONLY for fans vaccinated against COVID-19.",53225826,1396492299283091460,011add077f4d2da3,16,13,63,16,,,United States,"Brooklyn, NY",After_May
241,Twitter for iPhone,2021-05-21T14:37:11.000Z,Just woke up and the only side effect I feel from the vaccine is a sore arm. I can still move it around. I was expecting it to be worse but surprisingly it’s not! It’s going to be a chill Friday night :),1132207130898046976,1395750523589042179,011add077f4d2da3,0,1,25,0,,,United States,"Brooklyn, NY",After_May
242,Twitter for iPhone,2021-05-26T02:25:02.000Z,No vaccine center’s in the school’s. Teachers should not pressure students into getting vaccines. The parents should decide whether or not their children get the vaccine. #SaveAmerica #AmericaFirst 🇺🇸 https://t.co/SDMURcmRUz,1187808818522030080,1397378214159286273,a01f1fb161f325db,65,9,342,7,,,United States,"Washougal, WA",After_May
243,Twitter for iPhone,2021-05-23T14:53:29.000Z,"Connecticut is exceeding national averages in how many adults we’ve vaccinated. If we continue to vaccinate 20 to 35-year-olds, I’m confident we’ll get close to herd immunity and have a great summer. https://t.co/YRurumac53",1076293903723233280,1396479400636567560,f1d134c7fd204d74,56,50,414,5,,,United States,"Manchester, CT",After_May
244,Twitter for Android,2021-05-17T17:03:07.000Z,"""President Joe Biden to send US-authorized COVID-19 vaccines abroad for the first time""  https://t.co/jVYkMHdvX2",2359537176,1394337697280442368,f1d134c7fd204d74,1,0,3,0,,,United States,"Manchester, CT",After_May
245,Twitter for iPad,2021-05-24T19:31:45.000Z,"Reading David Quammen’s “Spillover” (2012) now is especially interesting because it predates not only SARS-CoV-2, but also the 2013-2016 Ebola epidemic and MERS (barely).

Equally interesting was discussion of zoonoses I’d still never heard of: Hendra, Nipah, Marburg",417544907,1396911818623356936,3a22597bb94d08bd,0,1,2,0,,,United States,"Tuscaloosa, AL",After_May
246,Twitter for iPhone,2021-05-16T00:41:39.000Z,"i’ve been wondering why i have random back pain, might just be the side effect of being a student at the school that carries the sec on its shoulders! #championshipschool #RollTide",2574562631,1393728314888556544,3a22597bb94d08bd,1,0,3,0,,,United States,"Tuscaloosa, AL",After_May
247,Twitter for iPhone,2021-05-13T23:44:01.000Z,Proposal to have clarity on who has been fully vaccinated. https://t.co/07U4GMDC7s,14338572,1392989037451898883,4265ece9285a2872,29,17,467,2,,,United States,"Palm Springs, CA",After_May
248,Twitter for iPhone,2021-05-25T14:44:34.000Z,"Get COVID-19 Vaccinated Today! Text Your Zip Code to ‘GetVax’ to find the closest pharmacy or clinic near you. 💙 

#covidー19 #covid19vaccine #covid #vaccines #vaccination #pharmacists Pharmative LLC https://t.co/tUayfpk1XD",14611349,1397201933539086338,4265ece9285a2872,0,0,3,0,,,United States,"Palm Springs, CA",After_May
249,Twitter for iPhone,2021-05-16T18:43:12.000Z,"The CDC says now that you’re vaccinated you can meet the boys with the boomin' system. Top down, AC with the cooler system",1018402422,1394000497682624518,dd9c503d6c35364b,39,1,429,1,,,United States,"Pennsylvania, USA",After_May
250,Twitter for iPhone,2021-05-21T10:53:28.000Z,Delaware County is offering free COVID-19 vaccines at locations across the county. No appointment is needed. https://t.co/QDhr6YTDCa,25165872,1395694223010279429,dd9c503d6c35364b,0,0,5,0,,,United States,"Pennsylvania, USA",After_May
251,Twitter for iPhone,2021-05-27T00:00:42.000Z,"Some European influencers say they received an offer to post false information about COVID-19 vaccines from a mysterious company, according to multiple reports  https://t.co/b5uLpobMpm",335576999,1397704278760960003,dd9c503d6c35364b,0,0,0,0,,,United States,"Pennsylvania, USA",After_May
252,Twitter for iPhone,2021-05-14T20:32:53.000Z,Feds Issue New Rules For COVID-19 Vaccines At Facilities Serving Those With IDD #COVID19  https://t.co/Qi30ihYZsd,46770553,1393303326050107400,dd9c503d6c35364b,0,0,0,0,,,United States,"Pennsylvania, USA",After_May
253,Twitter for iPad,2021-05-20T10:32:54.000Z,"Good!!
University of Pennsylvania Health System makes rare move to require COVID-19 vaccines for employees https://t.co/rlTEdubARO via @phillyinquirer",27735943,1395326662183620608,dd9c503d6c35364b,0,0,0,0,,,United States,"Pennsylvania, USA",After_May
254,Twitter for iPhone,2021-05-27T01:02:54.000Z,"Every spring, Elon surveys the market for the most in demand industry, then moves $tsla toward said industry. 

19: Uber listing - Tesla to enter ride hailing
20: sure, Tesla is making ventilators and vaccines
21: we hear there is a semiconductor shortage, so we’ll buy a plant.",320501282,1397719931739848705,dd9c503d6c35364b,18,4,140,3,,,United States,"Pennsylvania, USA",After_May
255,Twitter for iPhone,2021-05-16T03:36:43.000Z,"If someone is a vegan, does CrossFit, AND is vaccinated, what do they tell you about first?",846555099233116160,1393772374172999682,71d65c0e6d94efab,45,63,875,8,,,United States,"New Mexico, USA",After_May
256,Twitter for iPhone,2021-05-16T16:13:06.000Z,"In 10/2020, Dr. Chung launched a clinic for patients who were once infected with SARS-CoV-2 &amp; who now experience severe fatigue; orthostatic tachycardia, dizziness or intolerance to standing; chronic muscle pain; headache; nausea, vomiting, irritable bowel syndrome.#LongCovid https://t.co/bcaJTFUSuZ",1907765814,1393962722468012035,ac31053cb03c56b2,0,0,2,0,,,United States,"Towson, MD",After_May
257,Twitter for iPhone,2021-05-18T15:26:14.000Z,The CDC says if you’re fully vaccinated you still shouldn’t wear those stupid GFORE hats,3029542053,1394675703631781889,0039ecd1691afbf9,24,8,371,1,,,United States,"Cos Cob, CT",After_May
258,Twitter for Android,2021-05-26T09:17:21.000Z,"Read the Final call!  
Depopulation has been United states Policy for Centuries!
4,201 from Covid-19 vaccines! 
227,805 (VAERS) The Vaccine ADVerse Events Reporting System.227,805 reports of suffering and deaths caused by the Covid-19 vaccine but only One In One Hundred reported",1108393932394618882,1397481976823648264,3134f9d2892d2685,1,0,2,0,,,United States,"Hawthorne, CA",After_May
259,Twitter for iPhone,2021-05-26T17:32:23.000Z,Free COVID-19 Vaccines available today at the CVH Youth Center until 2pm. https://t.co/znZZkOAUlC,2713541752,1397606552345845760,28ace6b8d6dbc3af,0,0,2,0,,,United States,"Chula Vista, CA",After_May
260,Twitter for Android,2021-05-15T16:23:25.000Z,"@brealikecheese @the_tweedy Facts! I literally had two women come in yesterday w/o masks saying they were fully vaccinated. Did we all ignore them or say we were to busy to help them,  hell yeah! I don't paid enough to deal with this",1575326924,1393602931702697985,1cf657005480e70e,18,4,750,2,,,United States,"Oceanside, CA",After_May
261,Twitter for Android,2021-05-21T10:58:42.000Z,"Scientists do not 🚭 understand COVID-19 very well, yet!

Flu Season coming in few months may kill millions of US citizens, unfortunately, especially if new COVID-19 mutations develop that will evade 💯% of COViD-19 Vaccines, unfortunately @NIHDirector @CDCDirector @SteveFDA @WHO https://t.co/az2v8Kk0Pw",1199771785148993536,1395695540894044166,319ee7b36c9149da,0,0,0,0,,,United States,"Arlington, VA",After_May
262,Twitter for iPhone,2021-05-17T00:51:19.000Z,Why is Dr. Fauci wearing a mask outside while vaccinated? https://t.co/rTaDIyrio2,1703381274,1394093136096468993,319ee7b36c9149da,46,43,359,9,,,United States,"Arlington, VA",After_May
263,Twitter for iPhone,2021-05-28T01:01:16.000Z,"What the hell happened to follow the science? Last year, the justification for keeping schools closed was asymptomatic kids could allegedly kill their grandparents. Now said grandparents are vaccinated, and there’s little evidence of asymptomatic spread at all. This is deranged. https://t.co/2SJjtPusXq",24476251,1398081908882513922,319ee7b36c9149da,13,3,62,1,,,United States,"Arlington, VA",After_May
264,Twitter for iPhone,2021-05-17T16:45:23.000Z,My kids are too young to be vaccinated and one of my daughter’s friends tested positive for Covid last week. So yeah everyone just fucking abandon mask wearing and yell at people who still wear them. Yes that seems like a not at all shit plan.,25407830,1394333235321221129,00c55f041e27dc51,74,6,347,2,,,United States,"Staten Island, NY",After_May
265,Twitter for Android,2021-05-18T12:52:32.000Z,The people buying fake vaccination card so they can travel are the same people angry at undocumented immigrants for buying fake paperwork.,39603710,1394637023168929795,b046074b1030a44d,48,7,269,1,,,United States,"Jersey City, NJ",After_May
266,Twitter for Android,2021-05-16T16:55:52.000Z,"Fresh produce, COVID-19 vaccines and a live DJ!! 
#HappeningNow 
#VaccTogether 
#BlueDoorCenterIL 
@BCBSIL 
@ACCESSHealth 
#ACCESSmyShot https://t.co/sdmP3GZhcQ",3823922669,1393973484078907395,9458deb79984da4e,3,0,1,0,,,United States,"Evergreen Park, IL",After_May
267,Twitter for iPhone,2021-05-21T17:41:53.000Z,I’m currently at the Phoenix International Airport and they just made an announcement offering free COVID-19 vaccines for anyone that wants one in terminal 4! Please pass it along!,23981519,1395797004987424771,5c62ffb0f0f3479d,0,2,4,0,,,United States,"Phoenix, AZ",After_May
268,Twitter for Android,2021-05-27T11:11:06.000Z,@M0torCityAdam Nah. I received my covid-19 vaccines in February and I am fine. Just suffering from basic indoor cold symptoms ... 👍,1101587365628272641,1397872990725885964,5c62ffb0f0f3479d,0,2,1,0,,,United States,"Phoenix, AZ",After_May
269,Twitter for iPhone,2021-05-17T22:43:53.000Z,The CDC says vaccinated people can attend the Suns Championship Parade in July.,31499167,1394423455567671300,5c62ffb0f0f3479d,17,3,108,0,,,United States,"Phoenix, AZ",After_May
